Year ended June,Region,Region Code,Measure,Value,Value Unit,Value Label,Null Reason
2003,Otago,Otago Region,Evapotranspiration,10916,number,Millions of cubic metres per year,
2003,Southland,Southland Region,Evapotranspiration,14172,number,Millions of cubic metres per year,
2003,Tasman,Tasman Region,Evapotranspiration,5081,number,Millions of cubic metres per year,
2003,Nelson,Nelson Region,Evapotranspiration,183,number,Millions of cubic metres per year,
2003,Marlborough,Marlborough Region,Evapotranspiration,3504,number,Millions of cubic metres per year,
2003,South Island,Total South Island,Evapotranspiration,59142,number,Millions of cubic metres per year,
2003,New Zealand,Total New Zealand,Evapotranspiration,126301,number,Millions of cubic metres per year,
2003,Northland,Northland Region,Inflow from other regions,2,number,Millions of cubic metres per year,
2003,Auckland,Auckland Region,Inflow from other regions,6,number,Millions of cubic metres per year,
2003,Waikato,Waikato Region,Inflow from other regions,46,number,Millions of cubic metres per year,
2003,Bay of Plenty,Bay of Plenty Region,Inflow from other regions,5129,number,Millions of cubic metres per year,
2003,Gisborne,Gisborne Region,Inflow from other regions,2971,number,Millions of cubic metres per year,
2003,Hawke's Bay,Hawke's Bay Region,Inflow from other regions,1549,number,Millions of cubic metres per year,
2003,Taranaki,Taranaki Region,Inflow from other regions,5,number,Millions of cubic metres per year,
2003,Manawatū-Whanganui,Manawatu-Wanganui Region,Inflow from other regions,18,number,Millions of cubic metres per year,
2003,Wellington,Wellington Region,Inflow from other regions,41,number,Millions of cubic metres per year,
2003,North Island,Total North Island,Inflow from other regions,,number,Millions of cubic metres per year,not applicable
2003,West Coast,West Coast Region,Inflow from other regions,6405,number,Millions of cubic metres per year,
2003,Canterbury,Canterbury Region,Inflow from other regions,9462,number,Millions of cubic metres per year,
2003,Otago,Otago Region,Inflow from other regions,14276,number,Millions of cubic metres per year,
2003,Southland,Southland Region,Inflow from other regions,61,number,Millions of cubic metres per year,
2003,Tasman,Tasman Region,Inflow from other regions,1233,number,Millions of cubic metres per year,
2003,Nelson,Nelson Region,Inflow from other regions,3,number,Millions of cubic metres per year,
2003,Marlborough,Marlborough Region,Inflow from other regions,7896,number,Millions of cubic metres per year,
2003,South Island,Total South Island,Inflow from other regions,,number,Millions of cubic metres per year,not applicable
2003,New Zealand,Total New Zealand,Inflow from other regions,,number,Millions of cubic metres per year,not applicable
2003,Northland,Northland Region,Outflow to other regions,0,number,Millions of cubic metres per year,
2003,Auckland,Auckland Region,Outflow to other regions,24,number,Millions of cubic metres per year,
2003,Waikato,Waikato Region,Outflow to other regions,35,number,Millions of cubic metres per year,
2003,Bay of Plenty,Bay of Plenty Region,Outflow to other regions,2775,number,Millions of cubic metres per year,
2003,Gisborne,Gisborne Region,Outflow to other regions,6656,number,Millions of cubic metres per year,
2003,Hawke's Bay,Hawke's Bay Region,Outflow to other regions,219,number,Millions of cubic metres per year,
2003,Taranaki,Taranaki Region,Outflow to other regions,1,number,Millions of cubic metres per year,
2003,Manawatū-Whanganui,Manawatu-Wanganui Region,Outflow to other regions,56,number,Millions of cubic metres per year,
2003,Wellington,Wellington Region,Outflow to other regions,0,number,Millions of cubic metres per year,
2003,North Island,Total North Island,Outflow to other regions,,number,Millions of cubic metres per year,not applicable
2003,West Coast,West Coast Region,Outflow to other regions,1179,number,Millions of cubic metres per year,
2003,Canterbury,Canterbury Region,Outflow to other regions,22093,number,Millions of cubic metres per year,
2003,Otago,Otago Region,Outflow to other regions,85,number,Millions of cubic metres per year,
2003,Southland,Southland Region,Outflow to other regions,121,number,Millions of cubic metres per year,
2003,Tasman,Tasman Region,Outflow to other regions,6367,number,Millions of cubic metres per year,
2003,Nelson,Nelson Region,Outflow to other regions,54,number,Millions of cubic metres per year,
2003,Marlborough,Marlborough Region,Outflow to other regions,9439,number,Millions of cubic metres per year,
2003,South Island,Total South Island,Outflow to other regions,,number,Millions of cubic metres per year,not applicable
2003,New Zealand,Total New Zealand,Outflow to other regions,,number,Millions of cubic metres per year,not applicable
2003,Northland,Northland Region,Outflow to sea and net extraction,12486,number,Millions of cubic metres per year,
2003,Auckland,Auckland Region,Outflow to sea and net extraction,3841,number,Millions of cubic metres per year,
2003,Waikato,Waikato Region,Outflow to sea and net extraction,20759,number,Millions of cubic metres per year,
2003,Bay of Plenty,Bay of Plenty Region,Outflow to sea and net extraction,17381,number,Millions of cubic metres per year,
2003,Gisborne,Gisborne Region,Outflow to sea and net extraction,10670,number,Millions of cubic metres per year,
2003,Hawke's Bay,Hawke's Bay Region,Outflow to sea and net extraction,14184,number,Millions of cubic metres per year,
2003,Taranaki,Taranaki Region,Outflow to sea and net extraction,9454,number,Millions of cubic metres per year,
2003,Manawatū-Whanganui,Manawatu-Wanganui Region,Outflow to sea and net extraction,18786,number,Millions of cubic metres per year,
2003,Wellington,Wellington Region,Outflow to sea and net extraction,7647,number,Millions of cubic metres per year,
2003,North Island,Total North Island,Outflow to sea and net extraction,115207,number,Millions of cubic metres per year,
2003,West Coast,West Coast Region,Outflow to sea and net extraction,129336,number,Millions of cubic metres per year,
2003,Canterbury,Canterbury Region,Outflow to sea and net extraction,34132,number,Millions of cubic metres per year,
2003,Otago,Otago Region,Outflow to sea and net extraction,38572,number,Millions of cubic metres per year,
2003,Southland,Southland Region,Outflow to sea and net extraction,59788,number,Millions of cubic metres per year,
2003,Tasman,Tasman Region,Outflow to sea and net extraction,7830,number,Millions of cubic metres per year,
2003,Nelson,Nelson Region,Outflow to sea and net extraction,306,number,Millions of cubic metres per year,
2003,Marlborough,Marlborough Region,Outflow to sea and net extraction,7164,number,Millions of cubic metres per year,
2003,South Island,Total South Island,Outflow to sea and net extraction,277129,number,Millions of cubic metres per year,
2003,New Zealand,Total New Zealand,Outflow to sea and net extraction,392336,number,Millions of cubic metres per year,
2003,Northland,Northland Region,Precipitation,20513,number,Millions of cubic metres per year,
2003,Auckland,Auckland Region,Precipitation,6646,number,Millions of cubic metres per year,
2003,Waikato,Waikato Region,Precipitation,34296,number,Millions of cubic metres per year,
2003,Bay of Plenty,Bay of Plenty Region,Precipitation,23342,number,Millions of cubic metres per year,
2003,Gisborne,Gisborne Region,Precipitation,20236,number,Millions of cubic metres per year,
2003,Hawke's Bay,Hawke's Bay Region,Precipitation,20574,number,Millions of cubic metres per year,
2003,Taranaki,Taranaki Region,Precipitation,12515,number,Millions of cubic metres per year,
2003,Manawatū-Whanganui,Manawatu-Wanganui Region,Precipitation,29279,number,Millions of cubic metres per year,
2003,Wellington,Wellington Region,Precipitation,11916,number,Millions of cubic metres per year,
2003,North Island,Total North Island,Precipitation,179316,number,Millions of cubic metres per year,
2003,West Coast,West Coast Region,Precipitation,138566,number,Millions of cubic metres per year,
2003,Canterbury,Canterbury Region,Precipitation,55309,number,Millions of cubic metres per year,
2003,Otago,Otago Region,Precipitation,33818,number,Millions of cubic metres per year,
2003,Southland,Southland Region,Precipitation,73054,number,Millions of cubic metres per year,
2003,Tasman,Tasman Region,Precipitation,18396,number,Millions of cubic metres per year,
2003,Nelson,Nelson Region,Precipitation,539,number,Millions of cubic metres per year,
2003,Marlborough,Marlborough Region,Precipitation,11986,number,Millions of cubic metres per year,
2003,South Island,Total South Island,Precipitation,331667,number,Millions of cubic metres per year,
2003,New Zealand,Total New Zealand,Precipitation,510983,number,Millions of cubic metres per year,
2003,Northland,Northland Region,Total change in water storage,-182,number,Millions of cubic metres per year,
2003,Auckland,Auckland Region,Total change in water storage,23,number,Millions of cubic metres per year,
2003,Waikato,Waikato Region,Total change in water storage,-1016,number,Millions of cubic metres per year,
2003,Bay of Plenty,Bay of Plenty Region,Total change in water storage,-178,number,Millions of cubic metres per year,
2003,Gisborne,Gisborne Region,Total change in water storage,-138,number,Millions of cubic metres per year,
2003,Hawke's Bay,Hawke's Bay Region,Total change in water storage,-113,number,Millions of cubic metres per year,
2003,Taranaki,Taranaki Region,Total change in water storage,-1128,number,Millions of cubic metres per year,
2003,Manawatū-Whanganui,Manawatu-Wanganui Region,Total change in water storage,-16,number,Millions of cubic metres per year,
2003,Wellington,Wellington Region,Total change in water storage,-301,number,Millions of cubic metres per year,
2003,North Island,Total North Island,Total change in water storage,-3049,number,Millions of cubic metres per year,
2003,West Coast,West Coast Region,Total change in water storage,768,number,Millions of cubic metres per year,
2003,Canterbury,Canterbury Region,Total change in water storage,-3052,number,Millions of cubic metres per year,
2003,Otago,Otago Region,Total change in water storage,-1480,number,Millions of cubic metres per year,
2003,Southland,Southland Region,Total change in water storage,-966,number,Millions of cubic metres per year,
2003,Tasman,Tasman Region,Total change in water storage,351,number,Millions of cubic metres per year,
2003,Nelson,Nelson Region,Total change in water storage,0,number,Millions of cubic metres per year,
2003,Marlborough,Marlborough Region,Total change in water storage,-225,number,Millions of cubic metres per year,
2003,South Island,Total South Island,Total change in water storage,-4604,number,Millions of cubic metres per year,
2003,New Zealand,Total New Zealand,Total change in water storage,-7653,number,Millions of cubic metres per year,
2003,Northland,Northland Region,Total inflows,20515,number,Millions of cubic metres per year,
2003,Auckland,Auckland Region,Total inflows,6652,number,Millions of cubic metres per year,
2003,Waikato,Waikato Region,Total inflows,34341,number,Millions of cubic metres per year,
2003,Bay of Plenty,Bay of Plenty Region,Total inflows,28471,number,Millions of cubic metres per year,
2003,Gisborne,Gisborne Region,Total inflows,23207,number,Millions of cubic metres per year,
